ano,id_municipio,taxa_bruta_matricula_pre_escola,numero_absoluto_bruto_matricula_pre_escola,taxa_liquida_matricula_pre_escola,numero_absoluto_liquido_matricula_pre_escola
2017,1200609,61.3,1393,57.4,1304
2018,1200609,59.3,1412,53.3,1271
2019,1200609,66.4,1605,60.9,1471
2010,1200708,39.4,282,28.7,205
2011,1200708,57.7,397,42.2,290
2012,1200708,58.7,411,38.9,272
2013,1200708,63,451,55.9,400
2014,1200708,53.9,393,49.3,359
2015,1200708,51.6,382,45.8,339
2016,1200708,64.8,488,48.2,363
2017,1200708,54.5,417,49.4,378
2018,1200708,55.9,448,51.9,416
2019,1200708,54.6,444,49.5,402
2010,1200807,65.3,434,43.5,289
2011,1200807,79.1,522,52.6,347
2012,1200807,81.4,548,53.6,361
2013,1200807,84.5,587,79.3,551
2014,1200807,81.9,582,74.9,532
2015,1200807,84.7,615,73.8,536
2016,1200807,80.1,594,73.2,543
2017,1200807,74.2,561,68.6,519
2018,1200807,75.2,592,71.1,560
2019,1200807,68.6,550,67.5,541
2010,1300029,90.2,803,64.6,575
2011,1300029,75.2,691,59.7,549
2012,1300029,66.6,617,50.5,468
2013,1300029,62.7,613,47.3,462
2014,1300029,55.5,549,46.8,463
2015,1300029,64.5,646,52.4,525
2016,1300029,48.9,496,36.4,369
2017,1300029,66.9,686,54.5,559
2018,1300029,65.8,673,56.6,579
2019,1300029,72.2,747,62.9,650
2010,1300060,78.7,370,61.3,288
2011,1300060,90.3,400,69.1,306
2012,1300060,90,404,59.7,268
2013,1300060,86.3,413,83.4,399
2014,1300060,93.7,457,87.7,428
2015,1300060,89.3,444,81.8,407
2016,1300060,88.3,447,82.7,419
2017,1300060,92.4,476,83.2,429
2018,1300060,92.6,481,83.5,434
2019,1300060,91.7,485,82.4,436
2010,1300086,78.6,437,49.3,274
2011,1300086,79.7,423,49.5,263
2012,1300086,76.7,417,45,245
2013,1300086,62.4,367,53.9,317
2014,1300086,59.8,362,50.7,307
2015,1300086,52.7,328,48,299
2016,1300086,51.5,329,44.4,284
2017,1300086,53.7,352,46.1,302
2018,1300086,57.7,387,50.7,340
2019,1300086,63.7,438,55.8,384
2010,1300102,52.4,460,40.2,353
2011,1300102,57.3,457,37,295
2012,1300102,56,457,31.1,254
2013,1300102,53.5,469,49.9,438
2014,1300102,53.2,479,48,432
2015,1300102,49.8,459,46.2,426
2016,1300102,47.7,450,43.2,408
2017,1300102,46.3,447,43.3,418
2018,1300102,48.5,476,44.5,437
2019,1300102,50.9,511,45.1,453
2010,1300144,58.1,429,41,303
2011,1300144,67.8,463,43.9,300
2012,1300144,66.5,462,40.1,279
2013,1300144,62.5,463,55.6,412
2014,1300144,59.6,450,55.6,420
2015,1300144,55.7,429,49.7,383
2016,1300144,55.5,435,49.3,387
2017,1300144,40.2,321,35.6,284
2018,1300144,45.6,367,41.9,337
2019,1300144,50.8,416,46.1,378
2010,1300201,48.4,396,36.4,298
2011,1300201,43.3,355,29.6,243
2012,1300201,45.5,383,31.8,268
2013,1300201,43.4,394,38.9,353
2014,1300201,60.1,561,54.1,505
2015,1300201,54.5,523,47.8,458
2016,1300201,39.2,386,35.2,346
2017,1300201,58.9,593,50.8,512
2018,1300201,54.4,559,46.1,474
2019,1300201,68.9,726,58.9,620
2010,1300300,74.2,1293,50.3,877
2011,1300300,77.8,1326,49.3,841
2012,1300300,74.9,1300,43.6,757
2013,1300300,62.1,1150,57.4,1062
2014,1300300,70.9,1341,60.1,1137
2015,1300300,62.5,1206,55.6,1072
2016,1300300,56.4,1109,50.4,991
2017,1300300,69.1,1383,62.9,1260
2018,1300300,74.3,1502,67.2,1359
2019,1300300,74.7,1539,68.1,1404
2010,1300409,59.3,635,41.5,444
2011,1300409,56.3,580,42,433
2012,1300409,46.7,482,31.6,326
2013,1300409,49.8,537,47.3,510
2014,1300409,52.8,573,49.6,539
2015,1300409,52.8,577,50,546
2016,1300409,51,560,47,516
2017,1300409,56.8,627,52.8,583
2018,1300409,63.4,691,57.7,629
2019,1300409,60.6,664,55.4,607
2010,1300508,92.7,1509,59.1,962
2011,1300508,96.6,1601,59.5,986
2012,1300508,98.9,1659,60.3,1012
2013,1300508,88.6,1575,79.4,1411
2014,1300508,85.9,1550,75.5,1363
2015,1300508,82.7,1516,71.1,1302
2016,1300508,85.8,1595,71.8,1334
2017,1300508,82,1546,71.6,1350
2018,1300508,80.4,1518,71,1341
2019,1300508,80.5,1542,71,1360
2010,1300607,68.7,1295,49.1,925
2011,1300607,70.3,1332,47.9,908
2012,1300607,73.4,1422,46.6,903
2013,1300607,78.2,1629,72.3,1506
2014,1300607,76.9,1643,68.6,1464
2015,1300607,72.7,1590,66.4,1452
2016,1300607,73.8,1652,68.3,1529
2017,1300607,76.6,1755,69.9,1601
2018,1300607,77.4,1802,71,1653
2019,1300607,77.2,1838,70.6,1683
2010,1300631,38.8,362,25.2,235
2011,1300631,36.5,361,14.6,144
2012,1300631,28.7,290,11.4,115
2013,1300631,33.9,368,26.9,292
2014,1300631,41.1,457,35.4,393
2015,1300631,46.7,531,39.8,453
2016,1300631,48.9,568,42.8,497
2017,1300631,50.5,600,44.6,530
2018,1300631,55.4,667,49.1,592
2019,1300631,61.1,752,53.2,655
2010,1300680,60.1,486,25,202
2011,1300680,68.7,576,46.5,390
2012,1300680,70.8,607,47.5,407
2013,1300680,72.2,665,62.4,574
2014,1300680,67,632,58.3,550
2015,1300680,61.6,596,55.1,533
2016,1300680,66.6,659,57.2,566
2017,1300680,71.4,722,60.7,614
2018,1300680,67.3,692,60.8,625
2019,1300680,71.3,749,62.4,656
2010,1300706,38.5,572,27.4,407
2011,1300706,45.1,644,29.7,424
2012,1300706,44.5,641,28.1,404
2013,1300706,39.8,602,36.7,556
2014,1300706,45.5,696,42.3,647
2015,1300706,42.9,663,38.7,598
2016,1300706,43.6,681,40,625
2017,1300706,50.5,796,45.1,712
2018,1300706,58.2,912,51.8,813
2019,1300706,58.2,922,51,807
2010,1300805,62.4,1225,43.3,850
2011,1300805,61.2,1142,36.7,686
2012,1300805,60.2,1140,33.8,640
2013,1300805,59.8,1200,54.2,1087
2014,1300805,70.2,1431,59.8,1220
2015,1300805,70.2,1453,59.6,1235
2016,1300805,66.4,1395,59.4,1248
2017,1300805,66.1,1410,57,1215
2018,1300805,64.6,1382,58.8,1256
2019,1300805,62,1346,56.6,1228
2010,1300839,72.9,408,41.4,232
2011,1300839,68.2,369,47.1,255
2012,1300839,72.7,399,47.2,259
2013,1300839,63.1,368,57.1,333
2014,1300839,72.1,428,62,368
2015,1300839,74.8,451,65.6,396
2016,1300839,70.1,430,64.1,393
2017,1300839,62.5,389,54.9,342
2018,1300839,71,444,62.5,391
2019,1300839,82.6,525,68.6,436
2010,1300904,72.8,414,50.6,288
2011,1300904,65,380,45.8,268
2012,1300904,58.2,344,37.9,224
2013,1300904,69.8,435,60.3,376
2014,1300904,56.9,359,51.9,328
2015,1300904,47.5,304,44.6,285
2016,1300904,36.2,234,32.8,212
2017,1300904,43.7,286,39.7,260
2018,1300904,43.2,282,39.4,257
2019,1300904,57.5,380,49.8,329
2010,1301001,48.2,663,32.9,452
2011,1301001,55.2,744,33.7,454
2012,1301001,56.8,772,32,435
2013,1301001,59.1,842,55,784
2014,1301001,69.4,997,65.8,945
2015,1301001,67.4,976,62.3,903
2016,1301001,73.7,1076,68.2,996
2017,1301001,71.6,1055,68.6,1011
2018,1301001,72.4,1057,69.4,1012
2019,1301001,78.9,1160,74.1,1089
2010,1301100,40.2,637,26.2,416
2011,1301100,47.7,722,26.8,406
2012,1301100,40.8,625,23.9,366
2013,1301100,39.9,646,36,582
2014,1301100,55.6,912,50,821
2015,1301100,56.2,935,49.5,823
2016,1301100,59.2,999,54.7,923
2017,1301100,67,1145,60,1025
2018,1301100,65.5,1118,59.5,1016
2019,1301100,68.7,1189,62.4,1079
2010,1301159,56.4,566,36.7,368
2011,1301159,54.7,540,31.3,309
2012,1301159,55.7,561,32.4,326
2013,1301159,51.1,551,46.7,504
2014,1301159,52.5,580,49.3,545
2015,1301159,55.9,632,51.5,582
2016,1301159,53.2,614,48.7,562
2017,1301159,48.6,573,43.6,514
2018,1301159,55.8,667,51.5,615
2019,1301159,56.5,690,51.2,625
2010,1301209,53.7,2050,32.1,1223
2011,1301209,61.4,2206,36.4,1308
2012,1301209,58.2,2110,34,1232
2013,1301209,63.5,2420,57.8,2204
2014,1301209,61.3,2363,55.5,2141
2015,1301209,59.5,2318,54.1,2106
2016,1301209,55,2163,50,1968
2017,1301209,52.4,2084,47.1,1872
2018,1301209,54.8,2166,50.9,2010
2019,1301209,53.3,2126,48.3,1929
2010,1301308,48.5,598,35.6,439
2011,1301308,43.3,521,29.3,352
2012,1301308,47.5,582,29.8,365
2013,1301308,48.3,631,43,562
2014,1301308,45.3,605,41.7,557
2015,1301308,47.6,648,42.5,579
2016,1301308,48.6,675,43.9,610
2017,1301308,50,707,47.3,669
2018,1301308,50.9,728,46.5,665
2019,1301308,53.1,774,47,685
2010,1301407,57.8,1038,44.2,794
2011,1301407,67.3,1157,44.6,767
2012,1301407,56.4,980,36.6,636
2013,1301407,66.9,1228,60.6,1112
2014,1301407,74.3,1382,66.9,1244
2015,1301407,64.7,1219,56.4,1064
2016,1301407,68.5,1309,60.7,1160
2017,1301407,71.5,1383,66.3,1282
2018,1301407,71.6,1382,64.5,1245
2019,1301407,74.1,1448,68,1329
2010,1301506,61.6,578,45.7,429
2011,1301506,88,766,59.7,519
2012,1301506,64.1,567,43.5,385
2013,1301506,52.9,499,48.8,461
2014,1301506,47.4,457,41.7,402
2015,1301506,43.4,426,36.8,362
2016,1301506,44.6,446,39.9,399
2017,1301506,44.6,455,40.7,415
2018,1301506,51.6,531,46.9,482
2019,1301506,54,566,47.8,501
2010,1301605,62.7,812,45.7,592
2011,1301605,71.1,886,46,573
2012,1301605,71.1,893,46.3,582
2013,1301605,84.7,1002,74.9,887
2014,1301605,77.4,892,69.4,800
2015,1301605,69.1,776,61.9,695
2016,1301605,77.9,852,71.1,778
2017,1301605,91.8,978,77.5,825
2018,1301605,97.8,965,90.5,893
2019,1301605,106.6,1016,96,915
2010,1301654,54.3,417,44.1,339
2011,1301654,65,506,46.6,363
2012,1301654,66.4,524,41.6,328
2013,1301654,74.6,625,66,553
2014,1301654,77.2,658,67.5,576
2015,1301654,63.3,549,53.8,467
2016,1301654,65.8,580,60.2,531
2017,1301654,57.4,514,50.8,455
2018,1301654,60.8,547,53.5,481
2019,1301654,55.7,509,52.5,480
2010,1301704,61.1,1251,41.5,849
2011,1301704,66.6,1302,40.5,791
2012,1301704,64.2,1278,38.7,770
2013,1301704,59.9,1275,53.7,1144
2014,1301704,63.8,1390,58.1,1266
2015,1301704,65.7,1460,59.1,1314
2016,1301704,65.5,1487,59.9,1359
2017,1301704,63.4,1466,57.3,1325
2018,1301704,69.2,1619,63.4,1483
2019,1301704,71.9,1717,66.5,1588
2010,1301803,19.3,280,14.4,209
2011,1301803,22.4,336,13,194
2012,1301803,20.4,313,11.8,181
2013,1301803,21.6,358,19.9,331
2014,1301803,25.3,433,22.3,382
2015,1301803,26.3,463,23.8,418
2016,1301803,32.2,582,29.1,525
2017,1301803,26.7,495,24.9,461
2018,1301803,27.5,520,24,454
2019,1301803,31.2,606,28,544
2010,1301852,83.5,1654,52.2,1034
2011,1301852,87.9,1765,51.9,1041
2012,1301852,82.7,1683,49.6,1009
2013,1301852,84.2,1816,75.3,1626
2014,1301852,85.5,1877,77.3,1696
2015,1301852,81.8,1823,74.9,1669
2016,1301852,84.6,1916,76.5,1732
2017,1301852,85,1953,78.3,1799
2018,1301852,86.8,2002,78.4,1809
2019,1301852,80.7,1891,73.6,1723
2010,1301902,59.6,2452,37.3,1537
2011,1301902,63.4,2571,37.8,1531
2012,1301902,70.9,2911,41,1684
2013,1301902,70.9,3080,63.3,2749
2014,1301902,74.2,3271,67.2,2961
2015,1301902,75.6,3384,68.7,3075
2016,1301902,74,3359,68.1,3092
2017,1301902,72.7,3342,67.5,3106
2018,1301902,74.9,3449,69.8,3213
2019,1301902,76.3,3560,71.4,3332
2010,1301951,49,224,31.5,144
2011,1301951,53.1,238,33.3,149
2012,1301951,55.9,250,37.8,169
2013,1301951,72.5,334,65.5,302
2014,1301951,64.9,298,59.6,274
2015,1301951,65.5,300,62.9,288
2016,1301951,67.7,309,65.1,297
2017,1301951,92.3,420,87.4,398
2018,1301951,100.1,442,93.7,414
2019,1301951,108.1,475,100.3,441
2010,1302009,79.2,308,52.7,205
2011,1302009,84.7,337,55.3,220
2012,1302009,94.3,377,57,228
2013,1302009,99,416,92.5,389
2014,1302009,96.8,411,83.1,353
2015,1302009,91.4,392,80.7,346
2016,1302009,92.3,400,84.3,365
2017,1302009,82.6,361,75.7,331
2018,1302009,86.1,374,78.5,341
2019,1302009,82.4,361,77.3,339
2010,1302108,80.5,346,63,271
2011,1302108,84,314,70.3,263
2012,1302108,92.6,349,64.5,243
2013,1302108,115.6,356,102,314
2014,1302108,127,360,111.5,316
2015,1302108,121,314,89,231
2016,1302108,150.5,355,128.9,304
2017,1302108,163.5,348,143.8,306
2018,1302108,201.5,333,170.6,282
2019,1302108,271.8,379,239.5,334
2010,1302207,100.8,596,69.5,411
2011,1302207,77,489,67.9,431
2012,1302207,64,418,41.2,269
2013,1302207,64.2,455,56.2,398
2014,1302207,56.5,413,51,373
2015,1302207,58.8,443,54.6,411
2016,1302207,50.2,389,45.5,353
2017,1302207,49.2,392,45.6,363
2018,1302207,55.7,455,52,425
2019,1302207,56.9,478,51.3,431
2010,1302306,70.2,830,47.8,566
2011,1302306,69.4,811,47.5,555
2012,1302306,70.5,831,45.7,539
2013,1302306,85.5,957,75.7,848
2014,1302306,98.9,1082,87.3,955
2015,1302306,92.8,992,81,866
2016,1302306,98.3,1026,87.8,917
2017,1302306,106.2,1083,95.9,978
2018,1302306,121.6,1156,112.3,1068
2019,1302306,134.9,1245,122,1126
2010,1302405,33.1,645,24.1,470
2011,1302405,33.6,658,22.1,433
2012,1302405,34.9,695,19.2,382
2013,1302405,37.9,806,34.9,741
2014,1302405,42.6,924,37.8,819
2015,1302405,39.9,882,36.7,811
2016,1302405,37.5,844,33.5,755
2017,1302405,36.1,827,32.2,737
2018,1302405,39.3,909,35.5,820
2019,1302405,45.1,1060,40.5,954
2010,1302504,41,1724,23.3,980
2011,1302504,43.8,1767,24.4,982
2012,1302504,44.1,1796,25.8,1052
2013,1302504,49.7,2137,45.2,1944
2014,1302504,58.3,2541,53.1,2313
2015,1302504,59.8,2639,54.2,2390
2016,1302504,68.4,3056,62.9,2809
2017,1302504,69.6,3145,63.8,2882
2018,1302504,74.1,3338,68.8,3100
2019,1302504,74.9,3418,69.6,3174
2010,1302553,51.4,606,37.2,439
2011,1302553,45.1,531,31.5,371
2012,1302553,50.3,611,29.8,362
2013,1302553,45.4,601,41.7,553
2014,1302553,44.1,605,40.9,562
2015,1302553,41.4,588,38,539
2016,1302553,42.4,621,38.4,563
2017,1302553,46.3,699,40.5,611
2018,1302553,42,654,37.8,588
2019,1302553,39.8,638,36.1,579
2010,1302603,77.3,51137,54,35727
2011,1302603,77.9,50675,52.1,33909
2012,1302603,76.4,50525,47.7,31560
2013,1302603,74.8,52615,67.4,47402
2014,1302603,76.5,54876,69.2,49625
2015,1302603,75,54818,68.2,49812
2016,1302603,73.4,54570,66.5,49464
2017,1302603,73.5,55606,66.6,50406
2018,1302603,74.3,56600,67.6,51494
2019,1302603,74.4,57669,67.7,52434
2010,1302702,76.8,1770,52.3,1205
2011,1302702,70.4,1593,45.4,1027
2012,1302702,74.8,1716,43.3,993
2013,1302702,71.3,1737,61.2,1490
2014,1302702,67.5,1671,60,1486
2015,1302702,64.2,1617,55.9,1407
2016,1302702,65.8,1683,58.6,1498
2017,1302702,65.6,1702,58.2,1510
2018,1302702,66.3,1728,61.5,1601
2019,1302702,68.8,1819,62.9,1663
2010,1302801,80.5,893,56.2,623
2011,1302801,86,894,64.9,675
2012,1302801,66.6,695,43,448
2013,1302801,62.4,677,58.4,634
2014,1302801,71.4,777,66.5,724
2015,1302801,66.6,727,62.3,680
2016,1302801,65.8,721,60.4,662
2017,1302801,67,736,61.9,680
2018,1302801,71.3,769,65.4,705
2019,1302801,71.7,775,65.2,704
2010,1302900,59.9,1760,40.2,1181
2011,1302900,58.8,1695,41.4,1194
2012,1302900,60.9,1786,37.7,1105
2013,1302900,58.4,1825,53.5,1674
2014,1302900,56.5,1801,51.5,1643
2015,1302900,53.5,1739,48.6,1581
2016,1302900,55.6,1841,51.2,1697
2017,1302900,57.8,1951,52.2,1762
2018,1302900,58.5,1990,54.1,1841
2019,1302900,56.4,1954,51.8,1795
2010,1303007,60.7,574,44.2,418
2011,1303007,75.2,693,47.1,434
2012,1303007,71.4,665,43.9,409
2013,1303007,64.7,637,57.5,566
2014,1303007,63.9,638,57.9,578
2015,1303007,66.4,672,60.2,610
2016,1303007,64.5,662,58.1,596
2017,1303007,64.8,674,59.4,617
2018,1303007,64.8,673,59.1,614
2019,1303007,67.8,714,62.3,656
2010,1303106,66.9,1045,48.6,759
2011,1303106,66.6,1015,44.5,678
2012,1303106,69.6,1077,43.1,667
2013,1303106,65.9,1087,54.9,906
2014,1303106,64.4,1084,54.6,919
2015,1303106,63.1,1081,53.3,913
2016,1303106,56.3,982,52.7,920
2017,1303106,57,1013,52.2,927
2018,1303106,65.1,1165,60,1074
2019,1303106,64.1,1169,58.1,1059
2010,1303205,94.3,730,41.6,322
2011,1303205,57.3,416,40.1,291
2012,1303205,53.5,398,32.3,240
2013,1303205,55,442,50.3,404
2014,1303205,59.9,495,55,454
2015,1303205,60.7,515,54.4,462
2016,1303205,58.7,511,52.4,456
2017,1303205,59.9,535,53.5,478
2018,1303205,58.3,531,53.7,489
2019,1303205,59.7,558,55.3,517
2010,1303304,60.3,643,41.1,439
2011,1303304,65,687,44.5,470
2012,1303304,57.7,619,37.7,405
2013,1303304,55.1,628,50.6,577
2014,1303304,56.4,655,50.8,590
2015,1303304,53.5,631,47.1,556
2016,1303304,56.3,676,49.9,599
2017,1303304,54.2,661,48.1,586
2018,1303304,50.4,617,46,564
2019,1303304,51.7,643,46,572
2010,1303403,78.5,3992,49.2,2500
2011,1303403,84.2,4168,51.9,2572
2012,1303403,79.9,3988,46.7,2334
2013,1303403,74.5,3914,66.8,3512
2014,1303403,73.9,3927,67,3558
2015,1303403,71.1,3818,65.1,3492
2016,1303403,70.5,3823,64,3469
2017,1303403,69,3779,62.5,3423
2018,1303403,67.4,3667,62.1,3380
2019,1303403,68.9,3786,63,3465
2010,1303502,42.3,425,31.1,313
2011,1303502,42.8,443,30.9,320
2012,1303502,38.4,399,21.9,228
2013,1303502,37.7,409,33.9,368
2014,1303502,41.4,452,36.9,403
2015,1303502,34.8,382,30.9,339
2016,1303502,35.6,393,32.3,357
2017,1303502,37.4,416,33.6,373
2018,1303502,37.4,410,33.4,366
2019,1303502,38.4,423,34.3,378
2010,1303536,123.1,1488,53.1,642
2011,1303536,91.4,1088,57.4,684
2012,1303536,89.1,1089,54.4,665
2013,1303536,88.1,1164,75.5,998
2014,1303536,82.5,1122,73.1,994
2015,1303536,84,1175,75.6,1058
2016,1303536,81.4,1170,74.8,1075
2017,1303536,79.1,1166,72.3,1066
2018,1303536,77.7,1172,69.3,1045
2019,1303536,79,1222,71.7,1110
2010,1303569,49.7,557,33.3,373
2011,1303569,54.3,613,31.6,356
2012,1303569,54.2,625,31.7,366
2013,1303569,54.3,674,49.2,611
2014,1303569,52.1,664,48.2,615
2015,1303569,58.5,765,52.6,688
2016,1303569,57.3,767,51,683
2017,1303569,57.9,793,52.7,722
2018,1303569,61.9,864,56.6,790
2019,1303569,56.3,804,51.5,736
2010,1303601,53,577,27.5,300
2011,1303601,35.9,402,27.1,304
2012,1303601,34.4,397,24.5,282
2013,1303601,34.4,432,30.5,382
2014,1303601,32.1,416,30.5,395
2015,1303601,31.7,425,30.4,407
2016,1303601,31.6,436,29.1,401
2017,1303601,35.7,507,32.5,461
2018,1303601,37.3,544,34.2,499
2019,1303601,34.5,519,32.5,489
2010,1303700,71.1,1048,49.4,728
2011,1303700,78.9,1111,51.8,729
2012,1303700,69.9,993,45.4,645
2013,1303700,77.8,1080,69.3,963
2014,1303700,83.6,1146,75,1028
2015,1303700,82.2,1111,72.9,986
2016,1303700,87.1,1162,75.9,1013
2017,1303700,93.4,1231,83.4,1099
2018,1303700,99.1,1243,87.9,1102
2019,1303700,106.4,1312,91.6,1130
2010,1303809,93.5,1869,71.2,1424
2011,1303809,100.6,1962,69.1,1347
2012,1303809,91.4,1810,58.4,1156
2013,1303809,97,2043,85.8,1807
2014,1303809,104.5,2242,91.2,1957
2015,1303809,95.9,2094,84.3,1840
2016,1303809,97.5,2166,87.8,1950
2017,1303809,100,2258,89.2,2013
2018,1303809,105.1,2387,93.5,2123
2019,1303809,99.1,2289,87.7,2024
2010,1303908,55.9,955,24.5,419
2011,1303908,57.7,1024,36.2,642
2012,1303908,71.8,1297,48.2,871
2013,1303908,65.2,1261,49.1,949
2014,1303908,59.2,1170,52.7,1042
2015,1303908,57.2,1156,42.8,864
2016,1303908,57.9,1195,43.3,894
2017,1303908,68,1431,58.4,1229
2018,1303908,68.1,1450,59.7,1271
2019,1303908,71.9,1563,64.5,1402
2010,1303957,53.1,309,38,221
2011,1303957,54.9,323,40,235
2012,1303957,57.1,344,41.7,251
2013,1303957,47.8,310,43,279
2014,1303957,40,267,37.3,249
2015,1303957,48.8,334,43.1,295
2016,1303957,48.2,338,44.2,310
2017,1303957,40.8,293,39.8,286
2018,1303957,39.8,292,39,286
2019,1303957,43.8,329,42,315
2010,1304005,95.3,429,63.1,284
2011,1304005,82.3,368,52.1,233
2012,1304005,79.6,358,51.3,231
2013,1304005,84.9,400,76.4,360
2014,1304005,87.4,415,80.7,383
2015,1304005,75.9,363,70.3,336
2016,1304005,78.7,379,74.1,357
2017,1304005,90.1,437,77.1,374
2018,1304005,90.2,433,83.6,401
2019,1304005,93.4,451,81.8,395
2010,1304062,79.3,2231,44.2,1242
2011,1304062,78.9,2300,42.6,1241
2012,1304062,78,2320,40.8,1213
2013,1304062,67.9,2164,61.5,1960
2014,1304062,69.8,2277,63.6,2073
2015,1304062,69.8,2327,63,2102
2016,1304062,69.1,2352,63.1,2149
2017,1304062,71.9,2499,65,2259
2018,1304062,71.1,2503,65,2291
2019,1304062,78,2805,69.2,2490
2010,1304104,46.8,464,33,327
2011,1304104,43.6,428,32.8,322
2012,1304104,43.9,428,27.2,265
2013,1304104,45.8,458,41,410
2014,1304104,43.2,429,39.5,393
2015,1304104,45.2,446,42.2,417
2016,1304104,45.5,447,41.3,405
2017,1304104,77.2,753,67.4,657
2018,1304104,75.9,714,71.7,675
2019,1304104,75,700,69.1,645
2010,1304203,62.6,2142,45.4,1553
2011,1304203,87.4,2868,60.1,1973
2012,1304203,79.8,2610,50.7,1660
2013,1304203,73.7,2487,67.2,2266
2014,1304203,80.6,2710,72.7,2444
2015,1304203,78,2612,71,2378
2016,1304203,76,2536,68.7,2293
2017,1304203,76.3,2537,68.8,2290
2018,1304203,85.1,2746,77.1,2489
2019,1304203,85,2729,77.1,2475
2010,1304237,64,665,35.7,371
2011,1304237,72.4,673,47.6,442
2012,1304237,85.2,796,53.9,503
2013,1304237,70.2,688,61.7,604
2014,1304237,76.7,758,66.2,654
2015,1304237,83,827,68,678
2016,1304237,68.8,691,59.5,598
2017,1304237,67.6,685,57.1,578
2018,1304237,74.7,750,65.2,654
2019,1304237,79.8,807,66.6,674
2010,1304260,113.4,873,77,593
2011,1304260,102.4,769,68.7,516
2012,1304260,72.7,551,45.5,345
2013,1304260,85.9,687,71.2,569
2014,1304260,64.5,522,57.7,467
2015,1304260,61.4,503,52.5,430
2016,1304260,73.7,611,66,547
2017,1304260,72.6,609,64.2,538
2018,1304260,67.8,567,61.7,516
2019,1304260,67.5,571,60,507
2010,1304302,54.9,513,36.3,339
2011,1304302,52.2,483,33.9,314
2012,1304302,56.2,518,36.5,336
2013,1304302,51.7,489,47,445
2014,1304302,62.7,590,57.4,540
2015,1304302,64.3,601,59.1,553
2016,1304302,56.9,529,50.9,473
2017,1304302,56.7,524,51.3,474
2018,1304302,60.3,538,55.7,497
2019,1304302,62.3,552,57,505
2010,1304401,57.9,518,40.7,364
2011,1304401,58.5,523,38.4,343
2012,1304401,55,502,37.2,340
2013,1304401,54.6,536,48,471
2014,1304401,50.6,510,47,474
2015,1304401,50,517,45.4,469
2016,1304401,48.6,514,42.1,445
2017,1304401,57.7,625,50.7,549
2018,1304401,58.6,645,50.7,559
2019,1304401,62.9,709,56.1,632
2010,1400027,42.6,257,28,169
2011,1400027,43,263,27.6,169
2012,1400027,45.9,290,29.6,187
2013,1400027,44.9,298,41.7,277
2014,1400027,46.9,320,43.6,297
2015,1400027,45.9,321,41,287
2016,1400027,45.7,328,38.9,279
2017,1400027,48.7,358,44.5,327
2018,1400027,46.2,364,42.4,334
2019,1400027,48.7,396,44.1,359
2010,1400050,47.6,471,29.9,296
2011,1400050,48.2,479,28.2,280
2012,1400050,48.9,482,32.5,320
2013,1400050,50.7,506,46.3,462
2014,1400050,58.1,575,44.9,445
2015,1400050,42.5,418,39.3,386
2016,1400050,46.2,451,41.1,401
2017,1400050,46.9,454,42.7,413
2018,1400050,47.5,451,43.7,415
2019,1400050,46.7,440,43.2,407
2010,1400100,72.9,7918,43.8,4755
2011,1400100,79,8614,46.8,5103
2012,1400100,81.4,9061,49,5460
2013,1400100,57,6610,53.4,6186
2014,1400100,81.4,9616,74.2,8766
2015,1400100,79.7,9588,73.3,8818
2016,1400100,86.7,10610,80.7,9883
2017,1400100,90.2,11237,82.7,10300
2018,1400100,87.4,12311,79.8,11240
2019,1400100,83.1,12448,75.9,11360
2010,1400159,73.6,466,55.3,350
2011,1400159,71.8,455,50.3,319
2012,1400159,71.5,457,48.4,309
2013,1400159,88.7,584,82.6,544
2014,1400159,93.6,622,82.3,547
2015,1400159,76.4,512,70,469
2016,1400159,82.6,559,74.8,506
2017,1400159,88.2,602,81.1,553
2018,1400159,100,700,91.1,638
2019,1400159,105.4,747,96.1,681
2010,1400175,93.2,605,68.3,443
2011,1400175,90.4,620,60.8,417
2012,1400175,89.8,634,55.5,392
2013,1400175,87.8,649,80,591
2014,1400175,90.2,683,79.1,599
2015,1400175,79.1,613,72.4,561
2016,1400175,76.1,603,70.9,562
2017,1400175,80.8,655,74.7,605
2018,1400175,81.3,697,74.4,638
2019,1400175,89.6,789,81.3,716
2010,1400209,74.9,591,48.3,381
2011,1400209,71.1,605,45.9,391
2012,1400209,74.7,646,46.6,403
2013,1400209,78.3,701,70.1,628
2014,1400209,75.5,686,68.2,620
2015,1400209,74.8,689,70.4,649
2016,1400209,75.7,707,68.6,641
2017,1400209,71,672,65.5,620
2018,1400209,78.9,774,73,716
2019,1400209,84.6,844,77.7,775
2010,1400233,77.7,292,54,203
2011,1400233,76,288,55.1,209
2012,1400233,69.4,267,46.5,179
2013,1400233,75.6,303,69.1,277
2014,1400233,78.6,321,70,286
2015,1400233,79.3,330,69.5,289
2016,1400233,64.7,274,63.3,268
2017,1400233,58,250,56.4,243
2018,1400233,69.5,314,62.2,281
2019,1400233,82.7,382,78.2,361
2010,1400282,64.7,233,42.5,153
2011,1400282,15.6,60,8.8,34
2012,1400282,59.8,238,43.2,172
2013,1400282,59.8,250,56.9,238
2014,1400282,62,267,60,258
2015,1400282,57,252,53.4,236
2016,1400282,56.2,255,44.3,201
2017,1400282,51.1,238,48.1,224
2018,1400282,52.7,262,50.3,250
2019,1400282,51.2,262,46.1,236
2010,1400308,78.5,505,54.7,352
